"","vaccine","variable","antigen","virus","affinity","model_type","n","hl","hl_se","hl_t","I","I_se","I_t","Pr_t_I","Pr_t_hl","naive_2.5","naive_50","naive_97.5","naive_50_raw","naive_97.5_raw","naive_se"
"18524","Hosp","Omicron.RBD.IgG3","RBD","Omicron","IgG3","lm",51,-0.00446679866007317,0.000847914106630119,-5.26798484085334,0.930365135382659,0.103751011293758,8.96728739104477,6.59647560726967e-12,3.06707365576448e-06,0.710968640227144,1,1.56712866061191,13735.75,21525.6875,3220.03098906897
"18575","Hosp","WT.RBD.IgG3","RBD","WT","IgG3","lm",49,-0.00794043172456978,0.00147310087761004,-5.39028375127463,2.21814653220853,0.18341117063018,12.0938464357826,4.91120607575811e-16,2.22310437823639e-06,0.648987784595974,1,2.05299076676034,4359.25,8949.50000000001,1703.38615668691
"18624","Hosp","Alpha.RBD.IgG4","RBD","Alpha","IgG4","lm",50,-0.000882056089673464,0.000478679792719557,-1.84268503306183,0.238491027128348,0.0579969511477561,4.11213042080014,0.00015260131362284,0.0715556271108927,0.942992038511387,1,1.6041103499352,2700.5,4331.90000000002,1020.47851780575
"18674","Hosp","Beta.RBD.IgG4","RBD","Beta","IgG4","lm",50,-0.0010046013541564,0.000503147381293852,-1.99663436898558,0.254947182887062,0.0609614496723014,4.18210499024435,0.000121909506032071,0.051553028683068,0.899832186608492,1,1.82465178721263,2979.5,5436.55000000002,1260.2106106298
"18724","Hosp","Delta.RBD.IgG4","RBD","Delta","IgG4","lm",49,-0.00109636284996674,0.000554686878188128,-1.97654369172746,0.248068665130973,0.0678882984604489,3.65407103663816,0.000648750222754718,0.0539777920935798,0.921042865095565,1,1.55711634811654,2694.5,4195.65000000001,837.640269658859
"18773","Hosp","Gamma.RBD.IgG4","RBD","Gamma","IgG4","lm",47,3.12762289875884e-06,0.000263244541253729,0.0118810550975272,-0.0311932645272276,0.0320777525567029,-0.972426745673289,0.336036582637468,0.990573031013466,0.90407072368421,1,1.61650219298246,3648,5897.00000000001,1173.49719635911
"18820","Hosp","Omicron.RBD.IgG4","RBD","Omicron","IgG4","lm",51,-3.03140022744914e-05,7.72561103173522e-05,-0.392383232212543,0.0137217092870035,0.00945307963551067,1.45155968383654,0.152996935269603,0.696476727326537,0.528240434691476,1,1.23029941471437,15505.25,19076.1,3098.63408961984
"18871","Hosp","WT.RBD.IgG4","RBD","WT","IgG4","lm",48,-0.00111332293719089,0.000585062326909922,-1.90291339227231,0.277979748234012,0.0705464238158459,3.94038043600409,0.000274476811706854,0.0633214792355181,0.892157060664177,1,1.33560109013829,2476.75,3307.95,313.682697945759
"18919","Hosp","Alpha.RBD.IgM","RBD","Alpha","IgM","lm",50,-0.0123536472488252,0.00154789323636408,-7.98094271530202,2.08635678429696,0.1912841594865,10.907106944442,1.36773359301591e-14,2.35306884258744e-10,0.329161962218365,1,2.85395819641282,44505.75,127017.55,29926.3029236791
"18969","Hosp","Beta.RBD.IgM","RBD","Beta","IgM","lm",50,-0.0115420189965987,0.0014796626031586,-7.80043975698261,1.98249665338013,0.182852415605636,10.842058863777,1.68036953956272e-14,4.41512971041822e-10,0.424901531900523,1,2.80493852370499,63662.75,178570.1,44227.3463450836
"19019","Hosp","Delta.RBD.IgM","RBD","Delta","IgM","lm",50,-0.0134507525953163,0.00165169676623364,-8.14359685766534,2.53291523756878,0.204111898826889,12.4094442907367,1.37074669965636e-16,1.33733330277458e-10,0.400520602153127,1,2.64701819850591,33230.75,87962.4000000001,20600.8106786433
"19069","Hosp","Gamma.RBD.IgM","RBD","Gamma","IgM","lm",50,-0.00875006646686758,0.00142627547722584,-6.13490633933269,1.26376783253707,0.176254989328721,7.17011097019275,4.03541630007863e-09,1.55960792066485e-07,0.425834942881269,1,3.62994438567033,25757.75,93499.2000000001,23418.3738095387
"19119","Hosp","Omicron.RBD.IgM","RBD","Omicron","IgM","lm",50,-0.00643352612013753,0.00127864656298807,-5.0315124651045,0.98623704835813,0.15801143601867,6.24155487227898,1.07093376786374e-07,7.24059013787451e-06,0.730515734265734,1,2.13353875291376,34320,73223.05,13758.7429108541
"19169","Hosp","WT.RBD.IgM","RBD","WT","IgM","lm",50,-0.0123684050811695,0.00156954740001676,-7.88023673642315,2.18251669261677,0.193960118264778,11.252399267139,4.62768268566024e-15,3.34192808362011e-10,0.438740640872359,1,2.86652590877872,29483.25,84514.5,19071.3206671739
"19219","Hosp","Alpha.RBD.R2a","RBD","Alpha","R2a","lm",47,-0.00939555871694444,0.0013925648085902,-6.74694539096982,4.45823572725517,0.165068210427476,27.0084452706534,1.90636064421201e-29,2.42027819673548e-08,0.43128295200005,1,14.6373514235264,20033.875,293242.86875,85019.2058657796
"19266","Hosp","Beta.RBD.R2a","RBD","Beta","R2a","lm",47,-0.00917454473453581,0.00150437941724759,-6.09855773706444,4.32521652469894,0.178091849413238,24.2864372454399,1.6813473772138e-27,2.22901988931211e-07,0.474059644024796,1,3.57740929376648,189788.5,678951.143749999,190299.547635779
"19313","Hosp","Delta.RBD.R2a","RBD","Delta","R2a","lm",45,-0.00790370145406024,0.00154492927567237,-5.11589855828221,4.03251282654747,0.184559963938128,21.8493368794726,6.59143408335772e-25,6.91944781647054e-06,0.374526501666144,1,6.14453684980016,26333.25,161805.625,45184.6436833481
"19358","Hosp","Gamma.RBD.R2a","RBD","Gamma","R2a","lm",46,-0.00360810544127259,0.000775898178984783,-4.65023058308189,1.80835291264589,0.0963462864311362,18.7693057992268,1.26438071560015e-22,3.03236374417941e-05,0.436043893652845,1,6.77907807666706,25539,173130.875,49074.349997199
"19404","Hosp","Omicron.RBD.R2a","RBD","Omicron","R2a","lm",44,-0.00770198768319471,0.00180261822282839,-4.27266716027641,1.8875503666866,0.223034978038878,8.46302397625533,1.27580489423224e-10,0.000108369883648119,0.790631366041963,1,1.22117991243761,378473,462183.625,47660.4529830409
"19448","Hosp","WT.RBD.R2a","RBD","WT","R2a","lm",47,-0.00577655054459818,0.000955605543795128,-6.04491108502465,3.70911383998007,0.11327307426972,32.7448854363052,4.96085565214146e-33,2.67795537455799e-07,0.854988372426861,1,4.02845980113501,26123.25,105236.4625,22812.2448890176
"19495","Hosp","Alpha.RBD.R2b","RBD","Alpha","R2b","lm",39,-0.0161451642060714,0.0025559785579483,-6.31662740513414,3.78634549744861,0.312054388015762,12.1336076109186,1.83501499918024e-14,2.34259937601726e-07,0.90243674477602,1,30.6796848921824,3744.75,114887.75,30070.3302513174
"19534","Hosp","Beta.RBD.R2b","RBD","Beta","R2b","lm",45,-0.0148227580840416,0.00234095440602342,-6.33192942412795,3.35126641005296,0.288068261096373,11.6335843362202,7.19920097778567e-15,1.20228445068341e-07,0.826386813937148,1,6.41557508399419,94463.375,606036.875,147706.516549636
"19579","Hosp","Delta.RBD.R2b","RBD","Delta","R2b","lm",38,-0.016024752433409,0.0024907254806711,-6.43376901941487,3.94844122192339,0.329346555780301,11.9887126573059,3.95183409716159e-14,1.83646675887027e-07,0.909808968974394,1,25.1764124102425,3690.5,92913.55,26170.3638332473
"19617","Hosp","Gamma.RBD.R2b","RBD","Gamma","R2b","lm",45,-0.00151937551455789,0.000391655914944788,-3.87936312610542,0.412494476659556,0.0496163450980087,8.313681224297,1.71204874888847e-10,0.000354361252368863,0.936319874250909,1,20.0359367324885,5089.5,101972.9,27979.1721168356
"19662","Hosp","Omicron.RBD.R2b","RBD","Omicron","R2b","lm",48,-0.00106477544181065,0.0003221644637081,-3.30506794435092,0.2197050016187,0.0404938699478,5.42563607533481,2.08106507076002e-06,0.00184569412869979,0.603207615586278,1,1.19872980539351,1379591.75,1653757.75,234802.87373615
"19710","Hosp","WT.RBD.R2b","RBD","WT","R2b","lm",40,-0.0202554024717021,0.0026180130621301,-7.73693713171227,4.91498462134012,0.315609862811557,15.57297537395,4.40312793851736e-18,2.53306896141275e-09,0.947444180911099,1,1.08674245522205,3056.75,3321.9,132.192397735041
"19750","Hosp","Alpha.RBD.R3av","RBD","Alpha","R3av","lm",46,-0.0142262350617413,0.00200914232247255,-7.08075027966849,3.93849957260082,0.251077441004383,15.6863936355479,1.23858490826064e-19,8.70636672335915e-09,0.951499644633973,1,14.633276474769,3517.5,51472.5500000001,13407.6683022143
"19796","Hosp","Beta.RBD.R3av","RBD","Beta","R3av","lm",45,-0.0143517601369748,0.00192207984397633,-7.46678665922868,3.64724951895775,0.236671092158183,15.4106252930968,4.04130850605553e-19,2.73155529583515e-09,0.901133364138982,0.999999999999997,2.89837370494674,154192.5,446907.4875,79351.943154869
"19841","Hosp","Delta.RBD.R3av","RBD","Delta","R3av","lm",45,-0.0129244098063553,0.00202637919299988,-6.37808059370259,4.34884847929929,0.253942676946949,17.1253155695756,8.06463992130267e-21,1.02998755217791e-07,0.913131313131313,1,13.1207822909951,3489.75,45788.25,11331.6042641515
"19886","Hosp","Gamma.RBD.R3av","RBD","Gamma","R3av","lm",49,-0.000575649082783306,0.000226269004928148,-2.54409163537933,0.149695865323189,0.0282454758688313,5.2998174298199,3.03186886622539e-06,0.0143027945416529,0.944067881207886,1,10.2583678562516,5008.75,51381.6,12170.3155562522
"19935","Hosp","Omicron.RBD.R3av","RBD","Omicron","R3av","lm",47,-0.00372262744751673,0.00111192357379009,-3.3479166511668,0.813710173789364,0.137841123255933,5.90324682916672,4.34539146507564e-07,0.00165299894518071,0.690422879370569,1,1.27661309633157,2080800.25,2656376.85,367679.463140635
"19982","Hosp","WT.RBD.R3av","RBD","WT","R3av","lm",44,-0.0149070370785879,0.00228601571054782,-6.52096877978832,4.9276185271513,0.270308231426415,18.2296280847545,1.45372522566921e-21,7.06949204110768e-08,0.911280563613759,1,1.16104434314132,3016.25,3502,231.98199820359
"20026","Hosp","Alpha.RBD.R3b","RBD","Alpha","R3b","lm",45,-0.00954466097292082,0.00201531411997624,-4.73606614388895,2.1223540847827,0.262507246107483,8.08493523989696,3.59472485039326e-10,2.39088166706617e-05,0.95344054430184,1,3.13190041750426,3233.5,10127,2721.85073718007
"20071","Hosp","Beta.RBD.R3b","RBD","Beta","R3b","lm",48,-0.00912038478877186,0.00178794851961676,-5.1010332169557,1.92425729948534,0.225506077617767,8.53306181284816,4.90375228274904e-11,6.25778913730782e-06,0.830728395555733,1,1.40456164219119,149946,210608.4,24892.6205239093
"20119","Hosp","Delta.RBD.R3b","RBD","Delta","R3b","lm",45,-0.0111122632491023,0.00214289143400168,-5.1856398662022,2.52856642956546,0.271589827017974,9.31023984708425,7.21524316442617e-12,5.49945661128338e-06,0.932952589579095,1,3.00361445783133,3195.5,9598.05000000001,1909.27545207441
"20164","Hosp","Gamma.RBD.R3b","RBD","Gamma","R3b","lm",50,-0.000538878760917825,0.000171868490741238,-3.1354133535108,-0.0365900546476654,0.0212390794533104,-1.72277027015699,0.0913679293575713,0.00292740162672614,0.93209659032024,1,2.19030987667116,4824.5,10567.15,1953.61931293246
"20214","Hosp","Omicron.RBD.R3b","RBD","Omicron","R3b","lm",51,-0.000344846972870588,0.00013329743085411,-2.58704890755182,0.0610424730966549,0.0163103115584872,3.74256940940474,0.000478591610264581,0.0126993698293233,0.460578846254507,1,1.24264030335427,2058517.25,2557996.5,495358.635722362
"20265","Hosp","WT.RBD.R3b","RBD","WT","R3b","lm",45,-0.0139241077357827,0.00253187242595154,-5.49952975239249,3.30141894938177,0.328940370152654,10.0365271305849,7.72722585687371e-13,1.9444462142819e-06,0.94364269446391,0.999999999999998,1.12988130693763,2854,3224.68125,124.316404731568
"20310","Hosp","Alpha.Spike.C1q","Spike","Alpha","C1q","lm",46,0.000160091909164946,0.000133924725484475,1.19538724896251,0.0611446125677185,0.0161103320202552,3.79536638294249,0.000447237779633991,0.238338895176836,0.83499793537731,0.999999999999999,1.26602405285434,2421.75,3065.99375,259.314085224592
"20356","Hosp","Beta.Spike.C1q","Spike","Beta","C1q","lm",21,-0.00310391458169507,0.00213669023256758,-1.45267410988499,-0.712419195818139,0.259886471649076,-2.74127079912077,0.0129781737810347,0.162630245846538,0.879523073166762,0.999999999999998,1.30265117603971,3071.75,4001.41875,383.580825902443
"20377","Hosp","Delta.Spike.C1q","Spike","Delta","C1q","lm",47,-0.000104003818108007,0.000149559238272987,-0.695402165115147,0.0592253835571532,0.0182725517888942,3.24122127228829,0.00224278014037291,0.490379009004665,0.881788279519367,1,1.33784990266497,1862.125,2491.24375,254.224014314866
"20424","Hosp","Gamma.Spike.C1q","Spike","Gamma","C1q","lm",46,0.000132643168624911,0.000128864068093395,1.02932625507971,0.00729415351299962,0.0165459089649042,0.440843324381353,0.661484947919824,0.308951687032314,0.730611009355742,1,1.32161351847535,700345.25,925585.75,120742.21647268
"20470","Hosp","HKU1.Spike.C1q","Spike","HKU1","C1q","lm",48,-3.93585570698795e-06,9.06941971828946e-05,-0.043396995940665,0.0678163771296911,0.0109800861731586,6.17630645699957,1.57484723155496e-07,0.965572906654271,0.901601219293527,1,1.18800609646764,3485.625,4140.94375,298.602716681001
"20518","Hosp","OC43.Spike.C1q","Spike","OC43","C1q","lm",49,6.02517436741153e-05,0.000112347732497895,0.53629692682266,0.0458694023248475,0.0140244049531107,3.2706843875521,0.00201284785567357,0.594282730103741,0.849900389587391,0.999999999999998,1.1075039844165,2823.5,3127.0375,212.389591811081
"20567","Hosp","Omicron.Spike.C1q","Spike","Omicron","C1q","lm",29,-0.000728233694268676,0.000729528288885206,-0.998225436030029,-0.430172460136793,0.0904025542492033,-4.75841046427717,5.83024549807481e-05,0.32703277319059,0.922229249781064,1,1.15948233920405,2569.25,2979,161.87437050984
"20596","Hosp","WT.Spike.C1q","Spike","WT","C1q","lm",46,0.000152031940989553,0.000126981094098891,1.19728013109694,0.0545052957619547,0.015370072672129,3.54619635994244,0.000941778895884513,0.237608077985241,0.916534446764092,0.999999999999998,1.17432933194155,2395,2812.51875,175.200622329135
"20642","Hosp","Alpha.Spike.IgA1","Spike","Alpha","IgA1","lm",48,-0.00509180190806221,0.0011681290758111,-4.3589377351357,2.43307636217471,0.143576262478892,16.9462299698211,2.09410993420779e-21,7.27634740225322e-05,0.646372214088173,1,1.76085082153897,6147,10823.95,2221.19899792874
"20690","Hosp","Beta.Spike.IgA1","Spike","Beta","IgA1","lm",48,-0.00429055643245861,0.00129954117743571,-3.3015932907373,2.08509721096977,0.159728294635661,13.0540253730615,4.46524975799666e-17,0.00186422999241264,0.798241324921136,1,1.3335094637224,6340,8454.45,1058.0055187357
"20738","Hosp","Delta.Spike.IgA1","Spike","Delta","IgA1","lm",48,-0.0053554719762604,0.00123710377517044,-4.32904020159712,2.86287735565723,0.152054032397206,18.8280265279557,3.00078736875065e-23,8.0127414697448e-05,0.615756200356621,1,1.98182849732534,6169,12225.9,2533.49032643471
"20786","Hosp","Gamma.Spike.IgA1","Spike","Gamma","IgA1","lm",49,-0.00515862621847521,0.00118745697772155,-4.34426367881843,2.34966885742904,0.144455296500352,16.2657162066973,6.21089282637227e-21,7.41103327060977e-05,0.807851746918495,1,1.30185529374486,93886.75,122226.9625,15796.6964556213
"20835","Hosp","HKU1.Spike.IgA1","Spike","HKU1","IgA1","lm",48,-0.00347610787438623,0.00134787225301298,-2.57895944264442,1.19214136231491,0.154966601772248,7.69289220181117,8.41803550466075e-10,0.013173556037718,0.6460590236908,1,3.87252338048667,11681.75,45237.8500000001,13380.3619078188
"20883","Hosp","OC43.Spike.IgA1","Spike","OC43","IgA1","lm",50,-0.00491161935159299,0.00143403868551426,-3.4250256992416,1.45100203616598,0.177214344106869,8.18783628085407,1.14723298784877e-10,0.00126817099883435,0.502819067145054,1,9.38376900734673,14632.5,137308.000000001,69519.007797153
"20933","Hosp","Omicron.Spike.IgA1","Spike","Omicron","IgA1","lm",49,-0.00413818370102402,0.00100388123033345,-4.12218455329568,1.15636529637133,0.1223179928147,9.45376285010747,1.9007701306596e-12,0.000151339038595598,0.708185383544891,1,2.57202378442205,5928.25,15247.6,2804.12148891125
"20982","Hosp","WT.Spike.IgA1","Spike","WT","IgA1","lm",49,-0.010191619223932,0.0014081694973141,-7.23749466479082,3.35672588487726,0.171578530656593,19.5637873341834,3.17374347983117e-24,3.56985631129383e-09,0.940105467665834,1,1.17257840688315,3603,4224.8,258.518805914316
"21031","Hosp","Alpha.Spike.IgG1","Spike","Alpha","IgG1","lm",38,-0.00842760446939259,0.00190551961277148,-4.42273299781737,3.97228228692116,0.245398664410936,16.1870574823884,4.20898532290317e-18,8.63120244389697e-05,0.411038449416955,1,11.2677986132997,6346,71505.45,19352.9705126377
"21069","Hosp","Beta.Spike.IgG1","Spike","Beta","IgG1","lm",41,-0.00612583462277225,0.00220381113361719,-2.77965499371886,2.51000847455713,0.259552492646407,9.67052348049133,6.55136450739395e-12,0.00833147962128728,0.344082792643037,1,14.3466539760845,9324.5,133775.375,39278.4572335163
"21110","Hosp","Delta.Spike.IgG1","Spike","Delta","IgG1","lm",40,-0.00617070877755582,0.00192029644219667,-3.21341468012981,3.60244007975484,0.241046927158402,14.94497408543,1.69851744142525e-17,0.0026738997542357,0.395675045120395,1,3.09436875467711,5679.25,17573.69375,5175.64328147558
"21150","Hosp","Gamma.Spike.IgG1","Spike","Gamma","IgG1","lm",40,-0.00731425416432986,0.00215133917011574,-3.39986101026383,3.76615041750779,0.270044701623049,13.9463962628117,1.5835350560446e-16,0.00159715337494447,0.537265871506255,1,4.07881710564594,11171.75,45567.525,11044.2316724366
"21190","Hosp","HKU1.Spike.IgG1","Spike","HKU1","IgG1","lm",40,-0.00803758595285601,0.002165073955598,-3.71238401906507,1.62589110231142,0.270122369904579,6.01909091381718,5.35960545719438e-07,0.000656163944126449,0.0491933832763455,0.999999999999998,13.6569298750458,77538.375,1058936.15,292340.081946975
"21230","Hosp","OC43.Spike.IgG1","Spike","OC43","IgG1","lm",43,-0.00637772764287958,0.00207082783713124,-3.07979617065356,0.738535535188659,0.244012779541932,3.02662646020041,0.00426042005536058,0.0036892190574258,0.0146821757298681,0.999999999999998,5.15363862797567,373980.25,1927359.0625,526691.723516188
"21273","Hosp","Omicron.Spike.IgG1","Spike","Omicron","IgG1","lm",39,-0.00545443115173687,0.00160314608719666,-3.40232945412652,1.94810168176933,0.208081939553947,9.3621853292283,2.68027948377715e-11,0.0016175850118311,0.768355870087199,1,1.5561986604322,7913,12314.2,1759.40333512357
"21312","Hosp","WT.Spike.IgG1","Spike","WT","IgG1","lm",41,-0.0102694835659979,0.00245512082565589,-4.18288316350147,5.51532386282742,0.289066685941944,19.0797630133523,2.21882152376729e-21,0.000157891870160597,0.770440345135376,0.999999999999999,9.13863805415052,3361,30714.9624999999,11873.3473394721
"21353","Hosp","Alpha.Spike.IgG2","Spike","Alpha","IgG2","lm",43,-0.000552053908653383,0.00134421523004044,-0.410688628067973,0.133744071972171,0.166024533786505,0.805568122505051,0.425139426925336,0.683439394324421,0.677220970228917,1,6.90019125845091,4215.5,29087.7562499998,17995.27753138
"21396","Hosp","Beta.Spike.IgG2","Spike","Beta","IgG2","lm",43,0.000312551503708157,0.00139330922971952,0.224323141655407,-0.230896807058763,0.177054465417197,-1.30410044454229,0.199473535490861,0.823620038900178,0.664682866556837,1,12.7578253706756,4856,61952.0000000008,47630.2425941483
"21439","Hosp","Delta.Spike.IgG2","Spike","Delta","IgG2","lm",43,0.000706846196594252,0.00144589190605842,0.48886517286147,0.205366281522588,0.178582658672755,1.14997885600367,0.256816281322357,0.627542100612108,0.7131579965939,1,1.72315954482118,3229.5,5564.94375,1004.62490815537
"21482","Hosp","Gamma.Spike.IgG2","Spike","Gamma","IgG2","lm",44,-0.000492911596991594,0.00106533473662156,-0.462682366440748,0.140143075673826,0.139495440912616,1.00464269482195,0.320822132904783,0.645980369737763,0.685102535530663,0.999999999999998,1.47294098097863,6394.125,9418.16875,1494.96552006626
"21526","Hosp","HKU1.Spike.IgG2","Spike","HKU1","IgG2","lm",45,0.00078950820215827,0.00109385522888132,0.721766629909238,-0.0883007094136418,0.141629918692931,-0.623460849434555,0.536275011534078,0.47434471213168,0.310270588235294,1,7.38898823529413,12750,94209.6000000001,26055.4365337973
"21571","Hosp","OC43.Spike.IgG2","Spike","OC43","IgG2","lm",45,0.00110845280601072,0.00131303853745226,0.844189088434144,0.427769122369702,0.170009281292401,2.51615158371252,0.0156774954574375,0.403236026121833,0.433550565791813,1,10.6440310444932,8439.5,89830.3000000001,24272.5027785205
"21616","Hosp","Omicron.Spike.IgG2","Spike","Omicron","IgG2","lm",47,-0.000377575851655907,0.000373838399884548,-1.00999750633566,-0.144536921188875,0.0452647403569994,-3.19314592437566,0.00256926329111911,0.317896622817304,0.867268156571639,0.999999999999998,1.34214509463266,4748.625,6373.34375,609.676116256715
"21663","Hosp","WT.Spike.IgG2","Spike","WT","IgG2","lm",48,-0.0042648562820763,0.0010149887433713,-4.20187544928874,1.18295857218743,0.127580172120762,9.27227603257727,4.25261499192496e-12,0.000120433673062325,0.934249051147659,1,11.141984456895,2766.5,30824.3,6828.5423218459
"21711","Hosp","Alpha.Spike.IgG3","Spike","Alpha","IgG3","lm",48,-0.00584339752699638,0.0014117951665711,-4.13898394424211,2.99281947767897,0.178062577933611,16.8076836380231,2.90180681157789e-21,0.000147087127615849,0.723104851330204,1,2.39043505477309,3993.75,9546.80000000004,3266.50918777104
"21759","Hosp","Beta.Spike.IgG3","Spike","Beta","IgG3","lm",48,-0.00583151754248604,0.0013761752588489,-4.23748174877364,2.60993720221118,0.172980266830725,15.0880632226404,1.96925590530748e-19,0.000107493673284214,0.690989978000489,1,2.70830603764362,5113.75,13849.6000000001,4315.01410960596
"21807","Hosp","Delta.Spike.IgG3","Spike","Delta","IgG3","lm",48,-0.00525787747164813,0.00139815247018281,-3.76058948060268,2.90763299726068,0.175742723034098,16.544827273995,5.41744723614274e-21,0.000477689681154852,0.735960972587889,1,1.55535078209695,3228.5,5021.45000000001,821.064553963675
"21855","Hosp","Gamma.Spike.IgG3","Spike","Gamma","IgG3","lm",47,-0.00571330102934927,0.00131895928401818,-4.33167353880996,2.56149835031882,0.167542407027291,15.2886567393149,1.94797497114718e-19,8.18518981308311e-05,0.744957062481492,1,1.78534794196032,4221.25,7536.4,1071.44035488087
"21902","Hosp","HKU1.Spike.IgG3","Spike","HKU1","IgG3","lm",48,-0.00161741538438861,0.00190977767752981,-0.846912917361482,0.663490590575583,0.230031941702123,2.88434112961044,0.00594945259953301,0.401428429046506,0.678440460218726,1,2.92523478472985,6149.25,17988,4610.75235909279
"21950","Hosp","OC43.Spike.IgG3","Spike","OC43","IgG3","lm",48,-0.0034530689666975,0.00235007890592286,-1.46934171358876,1.01567389623434,0.28306604493454,3.58811632270915,0.000804355099468226,0.148546581756442,0.582174780231957,1,3.57862894289725,6768.5,24221.95,5340.66300738289
"21998","Hosp","Omicron.Spike.IgG3","Spike","Omicron","IgG3","lm",48,-0.00486516302930844,0.00101302827823461,-4.80259350487914,1.16662621843867,0.127334001065146,9.16193796377928,6.10261765624656e-12,1.69955549219285e-05,0.899054964153813,1,1.14868563980013,4603,5287.4,308.145209552987
"22046","Hosp","WT.Spike.IgG3","Spike","WT","IgG3","lm",50,-0.00911988722216894,0.00160792236368914,-5.67184549958289,3.03499675718843,0.198702385043227,15.2740831798681,4.65286108831459e-20,7.91994002984236e-07,0.927697907188353,1,1.43506824385805,2747.5,3942.85,359.768587830806
"22096","Hosp","Alpha.Spike.IgG4","Spike","Alpha","IgG4","lm",47,-0.00048176125488015,0.000424577879539102,-1.13468288880976,0.158841779206208,0.0503787289464537,3.15295329056509,0.00287618205263787,0.26251634010887,0.930072429686765,1,1.27201580284075,2657.75,3380.7,266.843066138176
"22143","Hosp","Beta.Spike.IgG4","Spike","Beta","IgG4","lm",47,-0.00036854708604691,0.00044758677951811,-0.823409231263941,0.137740303405161,0.0533123399935403,2.58364767747674,0.0130948193536866,0.414617918066135,0.914531274868693,1,1.22805984402355,3141.5,3857.95,297.045841393554
"22190","Hosp","Delta.Spike.IgG4","Spike","Delta","IgG4","lm",46,-0.000433830184954333,0.000474947126030158,-0.913428382187508,0.174996446906381,0.0588137878211884,2.97543234995206,0.00473827337636151,0.365995554936498,0.92014018179827,1,1.30699813821049,2282.75,2983.55,260.215546807237
"22236","Hosp","Gamma.Spike.IgG4","Spike","Gamma","IgG4","lm",46,-0.000356963436839893,0.000300617478070602,-1.18743407446209,0.126132897372298,0.0361938460772643,3.48492661164103,0.00112721954693618,0.241427446664939,0.879957453274579,1,1.31185230208175,3290.5,4316.65,350.699303927978
"22282","Hosp","HKU1.Spike.IgG4","Spike","HKU1","IgG4","lm",49,-0.000163980626564838,0.00027011603004893,-0.607074769072882,0.0592524015134915,0.0330595618829227,1.79229240010283,0.0795242429949049,0.546723035430679,0.911417049089139,1,1.42903629536921,3595.5,5138.10000000001,951.603741144908
"22331","Hosp","OC43.Spike.IgG4","Spike","OC43","IgG4","lm",48,-3.2085769958332e-05,0.000513530992151363,-0.0624806885051151,0.157207190589162,0.0632775023028284,2.48440891103464,0.0166782975982657,0.950450744889419,0.907375145180023,1,1.5305168408827,3444,5271.10000000001,973.123341798085
"22379","Hosp","Omicron.Spike.IgG4","Spike","Omicron","IgG4","lm",46,0.000252756901724462,0.000408393905412589,0.618904685830481,-0.359785234154867,0.051803771820763,-6.94515517904171,1.37564845880796e-08,0.539170432837997,0.952972354393784,1,1.07168583990845,4150.75,4448.3,144.174158480238
"22425","Hosp","WT.Spike.IgG4","Spike","WT","IgG4","lm",50,-0.00115416553547689,0.000551618600309138,-2.09232526754913,0.288472668743975,0.066834233449804,4.31624115148464,7.89569909363271e-05,0.0417217502014995,0.945336762884634,1,1.05633990663999,2624.25,2772.1,89.3792056384939
"22475","Hosp","Alpha.Spike.IgM","Spike","Alpha","IgM","lm",49,-0.0102673408448759,0.00125632820759793,-8.1724988603948,1.30983023757758,0.156829512698626,8.35193717712202,7.63804863412205e-11,1.40967328357394e-10,0.438345390273204,1,2.69372606978332,28925.25,77916.7,17892.6860105461
"22524","Hosp","Beta.Spike.IgM","Spike","Beta","IgM","lm",49,-0.0067333500802498,0.00133643365132017,-5.03829731734036,0.861655961601717,0.166829206749503,5.16489875118516,4.80661320650592e-06,7.38955775041306e-06,0.467171745541357,1,2.548344333661,35605,90733.8,19447.0855158759
"22573","Hosp","Delta.Spike.IgM","Spike","Delta","IgM","lm",49,-0.0101333244371824,0.00120405010483852,-8.41603218708357,1.40815963399141,0.150303551304953,9.36877154109537,2.51558108066878e-12,6.14073229247518e-11,0.390705550329257,1,4.09449805133719,18602.5,76167.9000000001,19650.5781203479
"22622","Hosp","Gamma.Spike.IgM","Spike","Gamma","IgM","lm",49,-0.0105471258100979,0.00125477151794863,-8.40561461527343,1.81461430647803,0.156635188574049,11.5849722083373,2.25245668677243e-15,6.36225543145927e-11,0.55266709029766,1,2.87245803554217,35014.75,100578.4,24667.8284656638
"22671","Hosp","HKU1.Spike.IgM","Spike","HKU1","IgM","lm",48,-0.00129131259745883,0.001082612669914,-1.19277432579965,-0.377635053972011,0.130409054725557,-2.8957732633423,0.0057696136128846,0.239074107062129,0.437521282513781,1,2.56276866539674,29660.5,76013,17516.2891102914
"22719","Hosp","OC43.Spike.IgM","Spike","OC43","IgM","lm",49,-0.00280482931289132,0.000976397897077696,-2.87262940783262,-0.10985644175362,0.121885352468074,-0.901309628508437,0.372019313896858,0.00609086544885613,0.448710422480994,1,2.35569964392263,20782,48956.1500000001,12324.0944326547
"22768","Hosp","Omicron.Spike.IgM","Spike","Omicron","IgM","lm",50,-0.00619674964900992,0.00106647314113894,-5.81050699729025,1.0158118796113,0.131791659544216,7.70770990458993,6.10548973814614e-10,4.87607674355597e-07,0.639318236763639,1,4.10070110403741,12409,50885.6000000001,15521.3618203712
